user,repo,url,text,title,state,ref,match,content,contribution_type
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/afabe41915b9404b399ccfde215d4b8eb7066c2e,jQueryfying the loops in this.updateFreezeFrames,"Commit(sha=""afabe41915b9404b399ccfde215d4b8eb7066c2e"")",no state,afabe41915b9404b399ccfde215d4b8eb7066c2e,jQueryfying the loops in this.updateFreezeFrames,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/48b3f50d1e9e00cb4219ea130453296e449dccbe,Refactored the freeze frame code into its own method.,"Commit(sha=""48b3f50d1e9e00cb4219ea130453296e449dccbe"")",no state,48b3f50d1e9e00cb4219ea130453296e449dccbe,Refactored the freeze frame code into its own method.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/8f7f0bed168ea03c45e5c2d92d28acb155b91005,Refactoring the Robot for better maintainability and consistency with similar variables.,"Commit(sha=""8f7f0bed168ea03c45e5c2d92d28acb155b91005"")",no state,8f7f0bed168ea03c45e5c2d92d28acb155b91005,Refactoring the Robot for better maintainability and consistency with similar variables.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/2ec1972e4382dc788c25e61ea250014738e33a19,Finished refactoring the Robot's update cycle.  It's so pretty now!,"Commit(sha=""2ec1972e4382dc788c25e61ea250014738e33a19"")",no state,2ec1972e4382dc788c25e61ea250014738e33a19,Finished refactoring the Robot's update cycle.  It's so pretty now!,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/d3844e7a818b8524976351fdb561f1c49fc5814b,Refactored the robot's execution.,"Commit(sha=""d3844e7a818b8524976351fdb561f1c49fc5814b"")",no state,d3844e7a818b8524976351fdb561f1c49fc5814b,Refactored the robot's execution.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/ab8f04f0848c83a357a7451ec2b030e2fd5e0cf5,Refactored the robot's fall.,"Commit(sha=""ab8f04f0848c83a357a7451ec2b030e2fd5e0cf5"")",no state,ab8f04f0848c83a357a7451ec2b030e2fd5e0cf5,Refactored the robot's fall.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/3a375bd8733e661aa5f2acde437e7249a57f2466,Refactored the planning code.,"Commit(sha=""3a375bd8733e661aa5f2acde437e7249a57f2466"")",no state,3a375bd8733e661aa5f2acde437e7249a57f2466,Refactored the planning code.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/ea962e6d732c4460836c5ef569c823a200bc155c,Have begun refactoring the Robot class to be a little bit more modular.,"Commit(sha=""ea962e6d732c4460836c5ef569c823a200bc155c"")",no state,ea962e6d732c4460836c5ef569c823a200bc155c,Have begun refactoring the Robot class to be a little bit more modular.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/ac2d76a515fdade50c79774c55de96356d10de85,Made the Battery actually make a sound when you collide against it.,"Commit(sha=""ac2d76a515fdade50c79774c55de96356d10de85"")",no state,ac2d76a515fdade50c79774c55de96356d10de85,Made the Battery actually make a sound when you collide against it.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/105ddc61682d1a57ed3819f5052874f4f156ddab,"Fixed two errors, both related to issue #2:
1) When a robot is parked on top of a another robot's spawn point, the respawning robot will not respawn.
2) If a robot hits a nasty collision point that makes the robot stay in the world in an unmovable state, its watchdog timer will catch that and reset the robot.","Commit(sha=""105ddc61682d1a57ed3819f5052874f4f156ddab"")",no state,105ddc61682d1a57ed3819f5052874f4f156ddab,"Fixed two errors, both related to issue #2:",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/d0734f9cb4dc217f6a85abb40cee0663da29f02f,[#15] Fixing issue where tile type css classes were not applied (also removing several debug log statements),"Commit(sha=""d0734f9cb4dc217f6a85abb40cee0663da29f02f"")",no state,d0734f9cb4dc217f6a85abb40cee0663da29f02f,[#15] Fixing issue where tile type css classes were not applied (also removing several debug log statements),not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/38e233c3c374c9d93fd56ca7b2e26a3e8fafca9c,Refactoring the Robot parameter list into a parameter map.,"Commit(sha=""38e233c3c374c9d93fd56ca7b2e26a3e8fafca9c"")",no state,38e233c3c374c9d93fd56ca7b2e26a3e8fafca9c,Refactoring the Robot parameter list into a parameter map.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/a8faaf2eabf0f4f6a243968d3787edc54d5440fb,Changed the shadow sprite under the battery,"Commit(sha=""a8faaf2eabf0f4f6a243968d3787edc54d5440fb"")",no state,a8faaf2eabf0f4f6a243968d3787edc54d5440fb,Changed the shadow sprite under the battery,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/6409aabdfbeea7e461cd2dd445c7b645436ce9f9,Refactored code that appended to arrays to use the stack methods JS-Arrays provide.,"Commit(sha=""6409aabdfbeea7e461cd2dd445c7b645436ce9f9"")",no state,6409aabdfbeea7e461cd2dd445c7b645436ce9f9,Refactored code that appended to arrays to use the stack methods JS-Arrays provide.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/8063f2da4bcc6f66e0a5b3a9a94ec3fef556d582,Increased battery level to 25.0,"Commit(sha=""8063f2da4bcc6f66e0a5b3a9a94ec3fef556d582"")",no state,8063f2da4bcc6f66e0a5b3a9a94ec3fef556d582,Increased battery level to 25.0,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/87a6f5168246f34069452af5c0d4b61cd76ff022,[#5] Battery is now implemented!,"Commit(sha=""87a6f5168246f34069452af5c0d4b61cd76ff022"")",no state,87a6f5168246f34069452af5c0d4b61cd76ff022,[#5] Battery is now implemented!,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/993b5569481c6fb270466214eb84fa6aaa50b225,"[#5] Added Battery, which is now drawn.","Commit(sha=""993b5569481c6fb270466214eb84fa6aaa50b225"")",no state,993b5569481c6fb270466214eb84fa6aaa50b225,"[#5] Added Battery, which is now drawn.",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/c8692522a0b4f5dd30b193231a083a02cd66802f,"Refactored the extractRobotInformation to the LevelStage.js, since it will eventually load batteries too, so it doesn't make sense to be Robot.js specific.","Commit(sha=""c8692522a0b4f5dd30b193231a083a02cd66802f"")",no state,c8692522a0b4f5dd30b193231a083a02cd66802f,"Refactored the extractRobotInformation to the LevelStage.js, since it will eventually load batteries too, so it doesn't make sense to be Robot.js specific.",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/2d3e93134dde57649511483601e8a29992e759b6,"Fixed [#2] - implemented collision detection using a ""previous position"" stack, so that, for every collision, the robot undos its position to the top of the stack.  If it runs out of positions on the stack, it defaults to move downward.","Commit(sha=""2d3e93134dde57649511483601e8a29992e759b6"")",no state,2d3e93134dde57649511483601e8a29992e759b6,"Fixed [#2] - implemented collision detection using a ""previous position"" stack, so that, for every collision, the robot undos its position to the top of the stack.  If it runs out of positions on the stack, it defaults to move downward.",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/c99ccd63e9616fee2d3ae9ef836bf11fd4198450,Fixed an audio loop issue which was cutting off the loop by just a tiny bit.,"Commit(sha=""c99ccd63e9616fee2d3ae9ef836bf11fd4198450"")",no state,c99ccd63e9616fee2d3ae9ef836bf11fd4198450,Fixed an audio loop issue which was cutting off the loop by just a tiny bit.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/4635619c39f3bb8dc6cf904ea57176fd3475c44a,Fixed an animation issue.,"Commit(sha=""4635619c39f3bb8dc6cf904ea57176fd3475c44a"")",no state,4635619c39f3bb8dc6cf904ea57176fd3475c44a,Fixed an animation issue.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/e9fbaa6e0fa6ac78e3a017c8fabb948e0005e309,Fixed tiny bug re: the 'executing' sound blaring all the way when the robot fell,"Commit(sha=""e9fbaa6e0fa6ac78e3a017c8fabb948e0005e309"")",no state,e9fbaa6e0fa6ac78e3a017c8fabb948e0005e309,Fixed tiny bug re: the 'executing' sound blaring all the way when the robot fell,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/edd3985849605bb7a96ffb51dacf7846fa8da9d9,"Fixed a bug whereby robots that were drawn when the player was planning, could be drawn on top of the level, despite falling through and being behind it.","Commit(sha=""edd3985849605bb7a96ffb51dacf7846fa8da9d9"")",no state,edd3985849605bb7a96ffb51dacf7846fa8da9d9,"Fixed a bug whereby robots that were drawn when the player was planning, could be drawn on top of the level, despite falling through and being behind it.",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/7856420ea004d803b46e9599292304608740a994,"Fixed a bug that reset the orientation of the Robot during the deep copy in LevelStage.  Robots now have an attribute called ""orientation.""","Commit(sha=""7856420ea004d803b46e9599292304608740a994"")",no state,7856420ea004d803b46e9599292304608740a994,"Fixed a bug that reset the orientation of the Robot during the deep copy in LevelStage.  Robots now have an attribute called ""orientation.""",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/a690c7e467b399dacc727c131c9c5b95e863ea43,"Animations have been added for all directions.  Moving downward still relies on the idleAnimation, but I don't think that's too bad.","Commit(sha=""a690c7e467b399dacc727c131c9c5b95e863ea43"")",no state,a690c7e467b399dacc727c131c9c5b95e863ea43,"Animations have been added for all directions.  Moving downward still relies on the idleAnimation, but I don't think that's too bad.",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/8862f301db18a3070d8e0a22b13d9f3ce303be65,"A freeze-frame is now in effect!  When the player enters planning mode, a deep copy of the robots is made.  The copy does not get updated, but instead is drawn while the player is in planning mode.  When the player leaves planning mode, the copy gets deleted, but the real array will have been kept updated, giving the illusion that actions took place while the user was planning.","Commit(sha=""8862f301db18a3070d8e0a22b13d9f3ce303be65"")",no state,8862f301db18a3070d8e0a22b13d9f3ce303be65,"A freeze-frame is now in effect!  When the player enters planning mode, a deep copy of the robots is made.  The copy does not get updated, but instead is drawn while the player is in planning mode.  When the player leaves planning mode, the copy gets deleted, but the real array will have been kept updated, giving the illusion that actions took place while the user was planning.",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/0c8378ebeb7f4863ce635c207845a1cf046a0681,Changed the tile number encoding.,"Commit(sha=""0c8378ebeb7f4863ce635c207845a1cf046a0681"")",no state,0c8378ebeb7f4863ce635c207845a1cf046a0681,Changed the tile number encoding.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/5a4d6a2714e06b5b6c2afbbc1df21ae9bbefa603,Fixed bug by which you can't hear the falling sound when you enter a hole vertically.,"Commit(sha=""5a4d6a2714e06b5b6c2afbbc1df21ae9bbefa603"")",no state,5a4d6a2714e06b5b6c2afbbc1df21ae9bbefa603,Fixed bug by which you can't hear the falling sound when you enter a hole vertically.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/b4a22f4bd7b3f2dc42c950259038f99e4b17e6f9,Changed the MeterBar for more contrast.,"Commit(sha=""b4a22f4bd7b3f2dc42c950259038f99e4b17e6f9"")",no state,b4a22f4bd7b3f2dc42c950259038f99e4b17e6f9,Changed the MeterBar for more contrast.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/580a3bf9bd30c3fb29246b4f2658e5da298f076d,Changed the background for more contrast.,"Commit(sha=""580a3bf9bd30c3fb29246b4f2658e5da298f076d"")",no state,580a3bf9bd30c3fb29246b4f2658e5da298f076d,Changed the background for more contrast.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/df5b4e5255cebe3a90b2527588eabb2f6c2bd318,"Refactored the Level class to get rid of Tile specific methods, and made the Tiles a little bit more functional by adding attributes that are useful elsewhere (notably the position attributes).","Commit(sha=""df5b4e5255cebe3a90b2527588eabb2f6c2bd318"")",no state,df5b4e5255cebe3a90b2527588eabb2f6c2bd318,"Refactored the Level class to get rid of Tile specific methods, and made the Tiles a little bit more functional by adding attributes that are useful elsewhere (notably the position attributes).",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/4e21bcc5dbd214371b9eef88cb1ec22b9d61bd5b,"Reset the player if they try to move onto an obstacle.  There is no feedback for crashing though, which I'm working on.","Commit(sha=""4e21bcc5dbd214371b9eef88cb1ec22b9d61bd5b"")",no state,4e21bcc5dbd214371b9eef88cb1ec22b9d61bd5b,"Reset the player if they try to move onto an obstacle.  There is no feedback for crashing though, which I'm working on.",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/093e52d314eede69ab22e8b4df6cdcf0950e9783,Added the Battery Indicator to the HUD.  It decreases with player actions.,"Commit(sha=""093e52d314eede69ab22e8b4df6cdcf0950e9783"")",no state,093e52d314eede69ab22e8b4df6cdcf0950e9783,Added the Battery Indicator to the HUD.  It decreases with player actions.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/d1b2b8bf78e2fef09caff0fbb7e359e76259dd19,"Given the new direction of the game, I'm removing the 3d blocks.  I'm also changing the in-game name to BitBot! :)","Commit(sha=""d1b2b8bf78e2fef09caff0fbb7e359e76259dd19"")",no state,d1b2b8bf78e2fef09caff0fbb7e359e76259dd19,"Given the new direction of the game, I'm removing the 3d blocks.  I'm also changing the in-game name to BitBot! :)",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/373b46b1f62724f4932951ed61431b9dab223931,"Changed the dequeueing mechanism so that an action is dequeued every clock tick, as opposed to all at once.  It looks a lot better. :)","Commit(sha=""373b46b1f62724f4932951ed61431b9dab223931"")",no state,373b46b1f62724f4932951ed61431b9dab223931,"Changed the dequeueing mechanism so that an action is dequeued every clock tick, as opposed to all at once.  It looks a lot better. :)",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/0d10529c8c749a88b42b696d98c55c9ea54b1ded,"Made the Robot rely on a queue of actions for execution.  Inputting commands through the controls adds the commands to the queue, which (in 2 seconds with no input from the player) are dequeued and executed for the final action.","Commit(sha=""0d10529c8c749a88b42b696d98c55c9ea54b1ded"")",no state,0d10529c8c749a88b42b696d98c55c9ea54b1ded,"Made the Robot rely on a queue of actions for execution.  Inputting commands through the controls adds the commands to the queue, which (in 2 seconds with no input from the player) are dequeued and executed for the final action.",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/d869295423889ffb57e5ccd3ead1a01e62d457ae,"Basic implementation of the player controlling the robot!  The movement is immediate (which has to change), and it doesn't go into isometric mode (which also has to change).","Commit(sha=""d869295423889ffb57e5ccd3ead1a01e62d457ae"")",no state,d869295423889ffb57e5ccd3ead1a01e62d457ae,"Basic implementation of the player controlling the robot!  The movement is immediate (which has to change), and it doesn't go into isometric mode (which also has to change).",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/cfe68d92a37c48f8f5293d5eaae8a508ca9be734,Fixing issue where closing bracket was printout on new line,"Commit(sha=""cfe68d92a37c48f8f5293d5eaae8a508ca9be734"")",no state,cfe68d92a37c48f8f5293d5eaae8a508ca9be734,Fixing issue where closing bracket was printout on new line,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/7a4c484bb4cc6164d59979f87225f88491809837,Fixing bug where row and column indices on grid were swapped when being assigned a value,"Commit(sha=""7a4c484bb4cc6164d59979f87225f88491809837"")",no state,7a4c484bb4cc6164d59979f87225f88491809837,Fixing bug where row and column indices on grid were swapped when being assigned a value,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/90c33ed7fe4bb4a97014d17177f74c44ab97883e,Fixing issue where tile where click+drag started was not selected,"Commit(sha=""90c33ed7fe4bb4a97014d17177f74c44ab97883e"")",no state,90c33ed7fe4bb4a97014d17177f74c44ab97883e,Fixing issue where tile where click+drag started was not selected,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/de8a5632fefc9316f1c864c88f4745c5c7cf1b40,Refactoring code that attaches event behavior,"Commit(sha=""de8a5632fefc9316f1c864c88f4745c5c7cf1b40"")",no state,de8a5632fefc9316f1c864c88f4745c5c7cf1b40,Refactoring code that attaches event behavior,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/943364761128b1b244e6b043740b474a5c9be702,Refactoring Level.js to keep track of class-related attributes.,"Commit(sha=""943364761128b1b244e6b043740b474a5c9be702"")",no state,943364761128b1b244e6b043740b474a5c9be702,Refactoring Level.js to keep track of class-related attributes.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/2fa6c36334c0efdada9883277da415f950b32c5b,Attaching click behavior to grid tiles to change border color; fixing default grid tile value in init,"Commit(sha=""2fa6c36334c0efdada9883277da415f950b32c5b"")",no state,2fa6c36334c0efdada9883277da415f950b32c5b,Attaching click behavior to grid tiles to change border color; fixing default grid tile value in init,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/3507b655045a6ff265070f0bab92ba3406a9efa6,Changing descriptive text.,"Commit(sha=""3507b655045a6ff265070f0bab92ba3406a9efa6"")",no state,3507b655045a6ff265070f0bab92ba3406a9efa6,Changing descriptive text.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/4acc8e7d57fdbd1c57a1674d6eb9faee698b7e62,Changing from 768 by 576 to 576 by 576.,"Commit(sha=""4acc8e7d57fdbd1c57a1674d6eb9faee698b7e62"")",no state,4acc8e7d57fdbd1c57a1674d6eb9faee698b7e62,Changing from 768 by 576 to 576 by 576.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/0fd59c382a5c0944e66d7487efddf213cfa478f5,Changed variable name to match convention,"Commit(sha=""0fd59c382a5c0944e66d7487efddf213cfa478f5"")",no state,0fd59c382a5c0944e66d7487efddf213cfa478f5,Changed variable name to match convention,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/4dc727af3a5cd7c172a326660b4fd75d2fb41625,Refactored the img_string_lookup function to be more general and find more than tiles (i.e. blocks) if a flag is set.,"Commit(sha=""4dc727af3a5cd7c172a326660b4fd75d2fb41625"")",no state,4dc727af3a5cd7c172a326660b4fd75d2fb41625,Refactored the img_string_lookup function to be more general and find more than tiles (i.e. blocks) if a flag is set.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/166a3fd2391addee49c6b91d6d4e3b76cce82a73,"Refactored the lookup for the tile images into its own function, and expanded the lookup to consider tiles which denote ladders (for which the art is included here).","Commit(sha=""166a3fd2391addee49c6b91d6d4e3b76cce82a73"")",no state,166a3fd2391addee49c6b91d6d4e3b76cce82a73,"Refactored the lookup for the tile images into its own function, and expanded the lookup to consider tiles which denote ladders (for which the art is included here).",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/f32b8c548f819c874ddadcf393b2695f33db7d09,Committing and pushing changes to figure out errors on a different computer.,"Commit(sha=""f32b8c548f819c874ddadcf393b2695f33db7d09"")",no state,f32b8c548f819c874ddadcf393b2695f33db7d09,Committing and pushing changes to figure out errors on a different computer.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/de283a9e5a1ce375fdc810161902aab138b5c3fd,Refactored WorldStage.js to LevelStage.js for consistency with the Level.js object.,"Commit(sha=""de283a9e5a1ce375fdc810161902aab138b5c3fd"")",no state,de283a9e5a1ce375fdc810161902aab138b5c3fd,Refactored WorldStage.js to LevelStage.js for consistency with the Level.js object.,not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/commit/387ba69bac8d1c617d0ce4061b6abe1f8eba6a09,"Refactored the World creation to its own game object, Level.js","Commit(sha=""387ba69bac8d1c617d0ce4061b6abe1f8eba6a09"")",no state,387ba69bac8d1c617d0ce4061b6abe1f8eba6a09,"Refactored the World creation to its own game object, Level.js",not here,commit_message
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/issues/32,"When I don't wait for it to fully load and play, the title song starts playing during the instructions sequence and keeps looping, overlapping over the other sounds, until I refresh the page.
",Sound bug,closed,32,Sound bug,"Sound bug
When I don't wait for it to fully load and play, the title song starts playing during the instructions sequence and keeps looping, overlapping over the other sounds, until I refresh the page.
",Issue
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/issues/31,"If you play the game for an extended period of time, the game's audio begins to crackle, and makes speakers pop.

Refreshing the page makes it go away, so I'm thinking it's a memory issue.  We will soon find out.
",Audio crackles over time,open,31,"Refreshing the page makes it go away, so I'm thinking it's a memory issue.  We will soon find out.","Audio crackles over time
If you play the game for an extended period of time, the game's audio begins to crackle, and makes speakers pop.

Refreshing the page makes it go away, so I'm thinking it's a memory issue.  We will soon find out.

This bug seems to come up randomly, and I'm not exactly sure how to fix it.  
",Issue
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/issues/28,,Editor: trying to add 2nd start tile still sets that grid position to ID of start tile,closed,28,Also fixes the same issue with the grid tile,"Editor: trying to add 2nd start tile still sets that grid position to ID of start tile

Also fixes the same issue with the grid tile
",Issue
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/issues/15,,Editor: tile-type css classes do not overwrite old class when changing tile type,closed,15,Editor: tile-type css classes do not overwrite old class when changing tile type,"Editor: tile-type css classes do not overwrite old class when changing tile type
",Issue
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/issues/9,"Currently, the shortcuts are:

S - Start
G - Goal
R - Obstacle
F - Tile

I recommend using O for Obstacle and T for Tile.  
",Editor: change tile creation button shortcuts,closed,9,Editor: change tile creation button shortcuts,"Editor: change tile creation button shortcuts
Currently, the shortcuts are:

S - Start
G - Goal
R - Obstacle
F - Tile

I recommend using O for Obstacle and T for Tile.  
",Issue
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/issues/8,"The new scheme is:
1 : regular tile
2 : start tile
3 : goal tile
4 : obstacle tile
",Editor: change tile representation codes,closed,8,Editor: change tile representation codes,"Editor: change tile representation codes
The new scheme is:
1 : regular tile
2 : start tile
3 : goal tile
4 : obstacle tile
",Issue
sweetcarolinagames,BitBot,https://github.com/sweetcarolinagames/BitBot/issues/5,"The Battery game object should provide battery power to the player.
",Implement the Battery game object,closed,5,Implement the Battery game object,"Implement the Battery game object
The Battery game object should provide battery power to the player.
",Issue
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/20808be33b6cc7310a86eb73e0ee51af37475107,"Remove Semaphore build status badge from README

Removed project, haven’t restored it yet. Trying to update my GitHub
name on Semaphore.","Commit(sha=""20808be33b6cc7310a86eb73e0ee51af37475107"")",no state,20808be33b6cc7310a86eb73e0ee51af37475107,Remove Semaphore build status badge from README,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/928af52808eee607cf61908af40f2100b1a32197,Fix bug with filtering by a single country,"Commit(sha=""928af52808eee607cf61908af40f2100b1a32197"")",no state,928af52808eee607cf61908af40f2100b1a32197,Fix bug with filtering by a single country,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/7c766bc6ab9919aa2a17a09b6cb84e69458dc86d,Change route for score filtering,"Commit(sha=""7c766bc6ab9919aa2a17a09b6cb84e69458dc86d"")",no state,7c766bc6ab9919aa2a17a09b6cb84e69458dc86d,Change route for score filtering,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/3e90e53ce52aabd33def2dee39b6566f20c10bbc,"Fix #33

Make pagination directive agree with ScoresController about how many
scores per page.","Commit(sha=""3e90e53ce52aabd33def2dee39b6566f20c10bbc"")",no state,3e90e53ce52aabd33def2dee39b6566f20c10bbc,Make pagination directive agree with ScoresController about how many,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/8cb4861cc35b3be368e2fe6f17ff0226dbb3319d,Display flags on scores page for country,"Commit(sha=""8cb4861cc35b3be368e2fe6f17ff0226dbb3319d"")",no state,8cb4861cc35b3be368e2fe6f17ff0226dbb3319d,Display flags on scores page for country,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/29e2d0726192da4686dadca0b30ee6b36a1c2b0f,"Create Location on Score create from IP address

Remove AwesomePrint gem because it causes issues in the Rails console
with Countries gem.","Commit(sha=""29e2d0726192da4686dadca0b30ee6b36a1c2b0f"")",no state,29e2d0726192da4686dadca0b30ee6b36a1c2b0f,Remove AwesomePrint gem because it causes issues in the Rails console,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/912070de3af515f68a06c4834a361b36bc45b7bd,Default to showing last 7 days of scores,"Commit(sha=""912070de3af515f68a06c4834a361b36bc45b7bd"")",no state,912070de3af515f68a06c4834a361b36bc45b7bd,Default to showing last 7 days of scores,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/4140054559f2c67f8ffbf15e7a76d328ab8a8539,More show and create score controller tests,"Commit(sha=""4140054559f2c67f8ffbf15e7a76d328ab8a8539"")",no state,4140054559f2c67f8ffbf15e7a76d328ab8a8539,More show and create score controller tests,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/7244e6e9e5125ae177b69226d981ec02e916094c,Add more score controller tests,"Commit(sha=""7244e6e9e5125ae177b69226d981ec02e916094c"")",no state,7244e6e9e5125ae177b69226d981ec02e916094c,Add more score controller tests,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/5ae614429a3a0102bf0cc6bee2ffd10604d0f30b,Fix bug w/ add_locked_block not locked+inactive,"Commit(sha=""5ae614429a3a0102bf0cc6bee2ffd10604d0f30b"")",no state,5ae614429a3a0102bf0cc6bee2ffd10604d0f30b,Fix bug w/ add_locked_block not locked+inactive,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/9fd088d3d1773af587527c38be466fb8038187cf,Collapse mobile nav on page change,"Commit(sha=""9fd088d3d1773af587527c38be466fb8038187cf"")",no state,9fd088d3d1773af587527c38be466fb8038187cf,Collapse mobile nav on page change,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/da566f54a4181b72aee5f33e7b09ff4611a690ab,"Fix bug where not all top blocks would fall

While maintaining fix for four-cascade halting drop of active block.","Commit(sha=""da566f54a4181b72aee5f33e7b09ff4611a690ab"")",no state,da566f54a4181b72aee5f33e7b09ff4611a690ab,Fix bug where not all top blocks would fall,not here,commit_message
